,Experiment,Participant_ID,Participant_Number,Trial_Number,Triplet_ID,Observation_Phase,Response_Phase,Atomic_Choice,Description,Symbol,Color_Fill,Color_Line,Avatar_Pic,Avatar_Type,Avatar_SO,Avatar,Choice,Cs,Co,Rs,Ro,As_OP,Ao_OP,Bs_OP,Bo_OP,As_RP,Ao_RP,Bs_RP,Bo_RP,Sure_Thing,PDS_Choice,PDO_Choice,OD_Choice,PDS_OP,PDO_OP,OD_A_OP,PDS_RP,PDO_RP,OD_A_RP,OD_B_OP,OD_B_RP,Absolute_Total_OP,Absolute_Total_RP,Choice_Degrees,A_Degrees,B_Degrees,Conflict_Pred_Sim,OD_Pred_Sim,Trial_order,Trial_order_segment,Triplet_Order,Vertical_Position,RightSideUpDown,Key_Press,Prediction,Prediction_RT,Betting_Choice,Betting_RT,Response_Combo,Prediction_Combo,Betting_Combo,Betting_Rationality,Betting_Probability,Subjective_Probability,Subjective_Prob_Range,Subjective_Prob_Bits,Catch,Caught,Instruction_Time,Instruction_Answers,Missed_Instruction_Qs,MM/DD/YYYY,Trust1,Trust2,Cheat,Donate
8110,2,1028zik,51,111,37,Win-win vs Malicious,Borderline,Malicious,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (2, 1) - Malicious<br>Reject:   (4, 5) - Win-win<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: -2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 1",diamond,"hsla(243, 65%, 70%, 0.85)","hsla(243, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,2,1,4,5,4,5,2,1,5,3,1,3,4,-2,-4,1,2,4,-1,4,0,2,1,-2,12,12,243.43,0.0,180.0,0.7941,0.25,110,7,3,"""01""",UD,ZJ,1,1.793,1,0.042,AO,OOO,BHB,0,0.5,1.0,"[0,0,0,4]",2,1,1,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8111,2,1028zik,51,112,38,Win-win vs Malicious,Aligned,Malicious,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (2, 1) - Malicious<br>Reject:   (4, 5) - Win-win<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: -2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 1",diamond-cross,"hsla(243, 65%, 70%, 0.85)","hsla(243, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,2,1,4,5,4,5,2,1,5,5,1,1,2,-2,-4,1,2,4,-1,4,4,0,1,0,12,12,243.43,45.0,225.0,0.9167,0.5,16,1,1,"""11""",DD,ZJ,1,1.081,1,0.335,AO,OPO,BHB,0,0.5,0.833,"[0,0,2,2]",1,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8112,2,1028zik,51,113,38,Win-win vs Malicious,Aligned,Malicious,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (2, 1) - Malicious<br>Reject:   (4, 5) - Win-win<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: -2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 1",diamond-cross,"hsla(243, 65%, 70%, 0.85)","hsla(243, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,2,1,4,5,4,5,2,1,5,5,1,1,3,-2,-4,1,2,4,-1,4,4,0,1,0,12,12,243.43,45.0,225.0,0.0833,0.5,114,8,2,"""01""",UU,AK,0,0.385,0,0.324,ET,OPO,BHB,0,0.5,0.167,"[2,2,0,0]",1,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8113,2,1028zik,51,114,38,Win-win vs Malicious,Aligned,Malicious,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (2, 1) - Malicious<br>Reject:   (4, 5) - Win-win<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: -2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 1",diamond-cross,"hsla(243, 65%, 70%, 0.85)","hsla(243, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,2,1,4,5,4,5,2,1,5,5,1,1,4,-2,-4,1,2,4,-1,4,4,0,1,0,12,12,243.43,45.0,225.0,0.9167,0.5,117,8,3,"""00""",UU,AJ,1,0.495,1,0.087,AO,OPO,BHB,0,0.5,1.0,"[0,0,0,4]",2,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8114,2,1028zik,51,115,39,Win-win vs Malicious,Borderline,Malicious,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (2, 1) - Malicious<br>Reject:   (4, 5) - Win-win<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: -2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 1",diamond,"hsla(243, 65%, 70%, 0.85)","hsla(243, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,2,1,4,5,4,5,2,1,3,5,3,1,2,-2,-4,1,2,4,-1,0,4,-2,1,2,12,12,243.43,90.0,270.0,0.85,0.75,40,3,1,"""11""",DD,ZJ,1,1.203,1,0.188,AO,OPO,BBH,1,0.667,0.833,"[0,0,2,2]",1,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8115,2,1028zik,51,116,39,Win-win vs Malicious,Borderline,Malicious,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (2, 1) - Malicious<br>Reject:   (4, 5) - Win-win<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: -2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 1",diamond,"hsla(243, 65%, 70%, 0.85)","hsla(243, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,2,1,4,5,4,5,2,1,3,5,3,1,3,-2,-4,1,2,4,-1,0,4,-2,1,2,12,12,243.43,90.0,270.0,0.85,0.75,102,7,3,"""01""",UD,ZK,1,0.373,0,0.087,EO,OPO,BBH,1,0.667,0.5,"[1,1,1,1]",0,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8116,2,1028zik,51,117,39,Win-win vs Malicious,Borderline,Malicious,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (2, 1) - Malicious<br>Reject:   (4, 5) - Win-win<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: -2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 1",diamond,"hsla(243, 65%, 70%, 0.85)","hsla(243, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,2,1,4,5,4,5,2,1,3,5,3,1,4,-2,-4,1,2,4,-1,0,4,-2,1,2,12,12,243.43,90.0,270.0,0.15,0.25,83,6,2,"""01""",UU,AJ,0,1.3,1,0.268,AT,OPO,BBH,1,0.667,0.5,"[1,1,1,1]",0,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8117,2,1028zik,51,118,40,Win-win vs Malicious,Conflicted,Malicious,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (2, 1) - Malicious<br>Reject:   (4, 5) - Win-win<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: -2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 1",diamond-x,"hsla(243, 65%, 70%, 0.85)","hsla(243, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,2,1,4,5,4,5,2,1,1,5,5,1,2,-2,-4,1,2,4,-1,-4,4,-4,1,4,12,12,243.43,135.0,315.0,0.4,0.375,42,3,2,"""10""",DD,ZJ,0,0.599,1,0.092,AT,PPO,BBB,1,1.0,0.333,"[0,4,0,0]",2,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8118,2,1028zik,51,119,40,Win-win vs Malicious,Conflicted,Malicious,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (2, 1) - Malicious<br>Reject:   (4, 5) - Win-win<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: -2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 1",diamond-x,"hsla(243, 65%, 70%, 0.85)","hsla(243, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,2,1,4,5,4,5,2,1,1,5,5,1,3,-2,-4,1,2,4,-1,-4,4,-4,1,4,12,12,243.43,135.0,315.0,0.6,0.625,55,4,3,"""11""",DD,ZJ,1,1.807,1,0.118,AO,PPO,BBB,1,1.0,0.833,"[0,0,2,2]",1,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8119,2,1028zik,51,120,40,Win-win vs Malicious,Conflicted,Malicious,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (2, 1) - Malicious<br>Reject:   (4, 5) - Win-win<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: -2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 1",diamond-x,"hsla(243, 65%, 70%, 0.85)","hsla(243, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,2,1,4,5,4,5,2,1,1,5,5,1,4,-2,-4,1,2,4,-1,-4,4,-4,1,4,12,12,243.43,135.0,315.0,0.4,0.375,26,2,1,"""10""",DD,ZJ,0,0.474,1,0.132,AT,PPO,BBB,1,1.0,0.5,"[1,1,1,1]",0,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8120,2,1028zik,51,121,41,Helpful vs Selfish,Borderline,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",diamond,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,5,2,1,4,1,4,5,2,5,3,1,3,2,4,-2,3,-4,2,-3,4,0,2,3,-2,12,12,296.57,0.0,180.0,0.7184,0.1667,152,10,3,"""11""",DD,ZK,1,0.355,0,0.602,EO,OOO,HHH,1,0.0,0.5,"[1,1,1,1]",0,1,1,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8121,2,1028zik,51,122,41,Helpful vs Selfish,Borderline,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",diamond,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,5,2,1,4,1,4,5,2,5,3,1,3,3,4,-2,3,-4,2,-3,4,0,2,3,-2,12,12,296.57,0.0,180.0,0.7184,0.1667,69,5,2,"""10""",DU,AK,1,0.357,0,0.16,EO,OOO,HHH,1,0.0,0.5,"[1,1,1,1]",0,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8122,2,1028zik,51,123,41,Helpful vs Selfish,Borderline,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",diamond,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,5,2,1,4,1,4,5,2,5,3,1,3,4,4,-2,3,-4,2,-3,4,0,2,3,-2,12,12,296.57,0.0,180.0,0.7184,0.1667,23,2,1,"""00""",UU,AK,1,0.439,0,0.031,EO,OOO,HHH,1,0.0,0.667,"[0,0,4,0]",2,1,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8123,2,1028zik,51,124,42,Helpful vs Selfish,Aligned,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",diamond-cross,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,5,2,1,4,1,4,5,2,5,5,1,1,2,4,-2,3,-4,2,-3,4,4,0,3,0,12,12,296.57,45.0,225.0,0.7795,0.5,11,1,1,"""01""",UD,ZJ,1,0.657,1,0.455,AO,OOO,BHB,0,0.5,0.833,"[0,0,2,2]",1,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8124,2,1028zik,51,125,42,Helpful vs Selfish,Aligned,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",diamond-cross,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,5,2,1,4,1,4,5,2,5,5,1,1,3,4,-2,3,-4,2,-3,4,4,0,3,0,12,12,296.57,45.0,225.0,0.7795,0.5,120,8,3,"""10""",DU,AJ,1,0.866,1,0.009,AO,OOO,BHB,0,0.5,0.833,"[0,0,2,2]",1,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8125,2,1028zik,51,126,42,Helpful vs Selfish,Aligned,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",diamond-cross,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,5,2,1,4,1,4,5,2,5,5,1,1,4,4,-2,3,-4,2,-3,4,4,0,3,0,12,12,296.57,45.0,225.0,0.7795,0.5,71,5,2,"""00""",UU,AK,1,0.446,0,1.925,EO,OOO,BHB,0,0.5,0.667,"[0,0,4,0]",2,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8126,2,1028zik,51,127,43,Helpful vs Selfish,Borderline,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",diamond,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,5,2,1,4,1,4,5,2,3,5,3,1,2,4,-2,3,-4,2,-3,0,4,-2,3,2,12,12,296.57,90.0,270.0,0.8879,0.8333,145,10,3,"""00""",UU,AK,1,0.539,0,0.071,EO,OOO,BBH,1,0.667,0.5,"[1,1,1,1]",0,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8127,2,1028zik,51,128,43,Helpful vs Selfish,Borderline,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",diamond,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,5,2,1,4,1,4,5,2,3,5,3,1,3,4,-2,3,-4,2,-3,0,4,-2,3,2,12,12,296.57,90.0,270.0,0.8879,0.8333,46,3,1,"""11""",DD,ZJ,1,0.989,1,0.404,AO,OOO,BBH,1,0.667,0.833,"[0,0,2,2]",1,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8128,2,1028zik,51,129,43,Helpful vs Selfish,Borderline,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",diamond,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,5,2,1,4,1,4,5,2,3,5,3,1,4,4,-2,3,-4,2,-3,0,4,-2,3,2,12,12,296.57,90.0,270.0,0.8879,0.8333,85,6,2,"""11""",DD,ZJ,1,0.648,1,0.544,AO,OOO,BBH,1,0.667,1.0,"[0,0,0,4]",2,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8129,2,1028zik,51,130,44,Helpful vs Selfish,Conflicted,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",diamond-x,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,5,2,1,4,1,4,5,2,1,5,5,1,2,4,-2,3,-4,2,-3,-4,4,-4,3,4,12,12,296.57,135.0,315.0,0.1056,0.125,74,5,3,"""01""",UU,AJ,0,0.547,1,0.197,AT,PPP,BHB,0,0.5,0.333,"[0,4,0,0]",2,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8130,2,1028zik,51,131,44,Helpful vs Selfish,Conflicted,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",diamond-x,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,5,2,1,4,1,4,5,2,1,5,5,1,3,4,-2,3,-4,2,-3,-4,4,-4,3,4,12,12,296.57,135.0,315.0,0.1056,0.125,62,4,2,"""00""",UD,ZK,0,0.893,0,0.36,ET,PPP,BHB,0,0.5,0.167,"[2,2,0,0]",1,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8131,2,1028zik,51,132,44,Helpful vs Selfish,Conflicted,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",diamond-x,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,5,2,1,4,1,4,5,2,1,5,5,1,4,4,-2,3,-4,2,-3,-4,4,-4,3,4,12,12,296.57,135.0,315.0,0.1056,0.125,27,2,1,"""11""",DU,AJ,0,0.717,1,0.469,AT,PPP,BHB,0,0.5,0.5,"[1,1,1,1]",0,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8132,2,1028zik,51,133,45,Helpful vs Selfish,Borderline,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (4, 1) - Selfish<br>Reject:   (2, 5) - Helpful<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 3",diamond,"hsla(333, 65%, 70%, 0.85)","hsla(333, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,4,1,2,5,2,5,4,1,5,3,1,3,2,2,-4,3,-2,4,-3,4,0,2,3,-2,12,12,333.43,0.0,180.0,0.3148,0.8333,48,3,1,"""11""",DU,AJ,0,1.667,1,0.453,AT,POO,BHH,1,0.333,0.333,"[0,4,0,0]",2,1,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8133,2,1028zik,51,134,45,Helpful vs Selfish,Borderline,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (4, 1) - Selfish<br>Reject:   (2, 5) - Helpful<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 3",diamond,"hsla(333, 65%, 70%, 0.85)","hsla(333, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,4,1,2,5,2,5,4,1,5,3,1,3,3,2,-4,3,-2,4,-3,4,0,2,3,-2,12,12,333.43,0.0,180.0,0.6852,0.1667,51,4,2,"""00""",UU,AK,1,0.372,0,0.385,EO,POO,BHH,1,0.333,0.5,"[1,1,1,1]",0,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8134,2,1028zik,51,135,45,Helpful vs Selfish,Borderline,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (4, 1) - Selfish<br>Reject:   (2, 5) - Helpful<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 3",diamond,"hsla(333, 65%, 70%, 0.85)","hsla(333, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,4,1,2,5,2,5,4,1,5,3,1,3,4,2,-4,3,-2,4,-3,4,0,2,3,-2,12,12,333.43,0.0,180.0,0.6852,0.1667,130,9,3,"""01""",UD,ZK,1,0.345,0,0.04,EO,POO,BHH,1,0.333,0.667,"[0,0,4,0]",2,1,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
8135,2,1028zik,51,136,46,Helpful vs Selfish,Aligned,Selfish,"Competitive Avatar:<br>Value for Self: 1<br>Value for Other: -1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (4, 1) - Selfish<br>Reject:   (2, 5) - Helpful<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: -4, <br>Outcome Disparity: 3",diamond-cross,"hsla(333, 65%, 70%, 0.85)","hsla(333, 65%, 50%, 0.85)",Blueish Bowtie,Competitive Avatar,"(1, -1)",3,1,4,1,2,5,2,5,4,1,5,5,1,1,2,2,-4,3,-2,4,-3,4,4,0,3,0,12,12,333.43,45.0,225.0,0.7273,0.5,149,10,3,"""00""",UU,AK,1,0.157,0,0.082,EO,OOO,HHH,1,0.0,0.5,"[1,1,1,1]",0,0,0,529,FFTFFFTT,1,03/27/2022,ABDC,CBAD,CBDA,DBAC
